ID,PERMIT#,  PERMIT_TYPE,         ISSUE_DATE,        ESTIMATED_COST,         AMOUNT_WAIVED,   AMOUNT_PAID,    TOTAL_FEE,STREET_NUMBER,STREET DIRECTION,STREET_NAME,  SUFFIX,WORK_DESCRIPTION,   PIN1,   PIN2,  PIN3,  PIN4, PIN5, PIN6, PIN7, PIN8, PIN9,     PIN10,CONTRACTOR_1_TYPE,CONTRACTOR_1_NAME,CONTRACTOR_1_ADDRESS,CONTRACTOR_1_CITY,CONTRACTOR_1_STATE,CONTRACTOR_1_ZIPCODE,CONTRACTOR_1_PHONE,CONTRACTOR_2_TYPE,CONTRACTOR_2_NAME,CONTRACTOR_2_ADDRESS,CONTRACTOR_2_CITY,CONTRACTOR_2_STATE,CONTRACTOR_2_ZIPCODE,CONTRACTOR_2_PHONE,CONTRACTOR_3_TYPE,CONTRACTOR_3_NAME,CONTRACTOR_3_ADDRESS,CONTRACTOR_3_CITY,CONTRACTOR_3_STATE,CONTRACTOR_3_ZIPCODE,CONTRACTOR_3_PHONE,CONTRACTOR_4_TYPE,CONTRACTOR_4_NAME,CONTRACTOR_4_ADDRESS,CONTRACTOR_4_CITY,CONTRACTOR_4_STATE,CONTRACTOR_4_ZIPCODE,CONTRACTOR_4_PHONE,CONTRACTOR_5_TYPE,CONTRACTOR_5_NAME,CONTRACTOR_5_ADDRESS,CONTRACTOR_5_CITY,CONTRACTOR_5_STATE,CONTRACTOR_5_ZIPCODE,CONTRACTOR_5_PHONE,CONTRACTOR_6_TYPE,CONTRACTOR_6_NAME,CONTRACTOR_6_ADDRESS,CONTRACTOR_6_CITY,CONTRACTOR_6_STATE,CONTRACTOR_6_ZIPCODE,CONTRACTOR_6_PHONE,CONTRACTOR_7_TYPE,CONTRACTOR_7_NAME,CONTRACTOR_7_ADDRESS,CONTRACTOR_7_CITY,CONTRACTOR_7_STATE,CONTRACTOR_7_ZIPCODE,CONTRACTOR_7_PHONE,CONTRACTOR_8_TYPE,CONTRACTOR_8_NAME,CONTRACTOR_8_ADDRESS,CONTRACTOR_8_CITY,CONTRACTOR_8_STATE,CONTRACTOR_8_ZIPCODE,CONTRACTOR_8_PHONE,CONTRACTOR_9_TYPE,CONTRACTOR_9_NAME,CONTRACTOR_9_ADDRESS,CONTRACTOR_9_CITY,CONTRACTOR_9_STATE,CONTRACTOR_9_ZIPCODE,CONTRACTOR_9_PHONE,CONTRACTOR_10_TYPE,CONTRACTOR_10_NAME,CONTRACTOR_10_ADDRESS,CONTRACTOR_10_CITY,CONTRACTOR_10_STATE,CONTRACTOR_10_ZIPCODE,CONTRACTOR_10_PHONE,CONTRACTOR_11_TYPE,CONTRACTOR_11_NAME,CONTRACTOR_11_ADDRESS,CONTRACTOR_11_CITY,CONTRACTOR_11_STATE,CONTRACTOR_11_ZIPCODE,CONTRACTOR_11_PHONE,CONTRACTOR_12_TYPE,CONTRACTOR_12_NAME,CONTRACTOR_12_ADDRESS,CONTRACTOR_12_CITY,CONTRACTOR_12_STATE,CONTRACTOR_12_ZIPCODE,CONTRACTOR_12_PHONE,CONTRACTOR_13_TYPE,CONTRACTOR_13_NAME,CONTRACTOR_13_ADDRESS,CONTRACTOR_13_CITY,CONTRACTOR_13_STATE,CONTRACTOR_13_ZIPCODE,CONTRACTOR_13_PHONE,CONTRACTOR_14_TYPE,CONTRACTOR_14_NAME,CONTRACTOR_14_ADDRESS,CONTRACTOR_14_CITY,CONTRACTOR_14_STATE,CONTRACTOR_14_ZIPCODE,CONTRACTOR_14_PHONE,CONTRACTOR_15_TYPE,CONTRACTOR_15_NAME,CONTRACTOR_15_ADDRESS,CONTRACTOR_15_CITY,CONTRACTOR_15_STATE,CONTRACTOR_15_ZIPCODE,CONTRACTOR_15_PHONE,LATITUDE,LONGITUDE,LOCATION
2324918,100418395,PERMIT - NEW CONSTRUCTION,12/01/2011,$200000.00,$0.00,$375.00,$375.00,5235,S,HARPER,AVE,ERECT FREE STANDING TOWER CRANE MANITOWOC MD485B PER PLAN,,,,,,,,,,,OWNER,JON ZITZMAN,"2 PRUDENTIAL PLAZA 180 STETSON, SUITE 3500",CHICAGO,IL,60601,,STRUCTURAL ENGINEER,CONNOLLY EAMONN F.,,,,,,CONTRACTOR-GENERAL CONTRACTOR,JAMES MCHUGH CONSTRUCTION CO,1737 S MICHIGAN AVE,CHICAGO,IL,60616-,(312)986-8000 x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.799925684,-87.588954038,"(41.79992568399863, -87.58895403811928)"
2326154,100419010,PERMIT - NEW CONSTRUCTION,12/20/2011,$1.00,$0.00,$375.00,$375.00,515,N,CLARK,ST,PHASE 1 : BASE SUPPORT AND INITIAL SET-UP FOR MANI TOWER MD485 (SOUTH CRANE) TEMPORARY TOWER CRANE AS PER PLANS.,17-09-247-002-0000,,,,,,,,,,STRUCTURAL ENGINEER,KOHOUT CHRISTOPHER,,,,,,CONTRACTOR-GENERAL CONTRACTOR,"LEND LEASE (US) CONSTRUCTION,",ONE N WACKER DRIVE SUITE 850,CHICAGO,IL,60606,(312)245-1000,MASONRY CONTRACTOR,ADJUSTABLE FORMS INC,534 SWAIN AVE,ELMHURST,IL,60126,(630)953-8700,OWNER,"ARSRAN, LLC",701 E 83,MERRILLVILE,IN,46410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.891371598,-87.630972449,"(41.891371598247204, -87.63097244919902)"
2331128,100421096,PERMIT - NEW CONSTRUCTION,12/22/2011,$100000.00,$375.00,$0.00,$375.00,700,S,STATE,ST,"BASE SUPPORT AND SET-UP FOR LIEBHERR 630 EC-H 20 TEMPORARY TOWER CRANE, AS PER PLANS.",17-16-408-028-0000,,,,,,,,,,OWNER,MICHAEL VERGAMINI,50 WEST WASHINGTON STREET,CHICAGO,IL,60602,,STRUCTURAL ENGINEER,KOHOUT CHRISTOPHER,,,,,,CONTRACTOR-GENERAL CONTRACTOR,"WALSH CONSTRUCTION COMPANY II,",929 W. ADAMS STREET,CHICAGO,IL,60607,(312)563-5400,MASONRY CONTRACTOR,WALSH CONSTRUCTION COMPANY,929 W. ADAMS ST.,CHICAGO,IL,60607,(312)563-5401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.873049366,-87.62771142,"(41.87304936630847, -87.62771141976442)"
2333115,100421975,PERMIT - NEW CONSTRUCTION,02/17/2012,$100000.00,$375.00,$0.00,$375.00,2233,S,DR MARTIN L KING JR,DR,"PHASE 1: BASE SUPPORT AND SET-UP FOR TEMPORARY PEINER SK-575 WEST TOWER CRANE, AS PER PLANS.",,,,,,,,,,,OWNER OCCUPIED,JOHN NICOLLS,301 EAST CERMAK ROAD,CHICAGO,IL,60616,,STRUCTURAL ENGINEER,KOHOUT CHRISTOPHER,,,,,,CONTRACTOR-GENERAL CONTRACTOR,CONCRETE STRUCTURES OFTHE MIDW,1845 WESTERN DRIVE SUITE 200,WEST CHICAGO,IL,60185,(630)293-5775,MASONRY CONTRACTOR,CONCRETE STRUCTURES OF THE,143 BRYANT AVENUE,GLEN ELLYN,IL,60137,(630)293-5775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.852075574,-87.618850804,"(41.852075574499366, -87.61885080391755)"
2334653,100422704,PERMIT - NEW CONSTRUCTION,02/27/2012,$100000.00,$375.00,$0.00,$375.00,2233,S,DR MARTIN L KING JR,DR,PHASE 1: BASE SUPPORT AND SET-UP FOR PEINER SK575 EAST TEMPORARY TOWER CRANE AS PER PLANS.,,,,,,,,,,,STRUCTURAL ENGINEER,KOHOUT CHRISTOPHER,,,,,,CONTRACTOR-GENERAL CONTRACTOR,CONCRETE STRUCTURES OFTHE MIDW,1845 WESTERN DRIVE SUITE 200,WEST CHICAGO,IL,60185,(630)293-5775,MASONRY CONTRACTOR,CONCRETE STRUCTURES OF THE,143 BRYANT AVENUE,GLEN ELLYN,IL,60137,(630)293-5775,OWNER,METROPOLITAN PIER AND EXPSITION AUTH,301 E CERMAK,CHICAGO,IL,60616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.852075574,-87.618850804,"(41.852075574499366, -87.61885080391755)"
2335265,100422947,PERMIT - EASY PERMIT PROCESS,12/22/2011,$1.00,$0.00,$150.00,$150.00,600,N,MICHIGAN,AVE,"CHANGE GC TO CRANE CONSTRUCTION, VENT TO COLUMBIA SHEET METAL AND REFRIG TO COLUMBUS (SIC -COLUMBIA) SHEET METAL FOR PERMIT 100411204",17-10-117-010-0000,17-10-117-011-0000,,,,,,,,,CONTRACTOR-GENERAL CONTRACTOR,"DBM SERVICES, INC",16 W 107 83RD STREET,BURR RIDGE,IL,60527,(630)321-9060,CONTRACTOR-REFRIGERATION,COLUMBUS SHEET METAL,5491 N NORTHWEST HWY,CHICAGO,IL,60630,,CONTRACTOR-VENTILATION,COLUMBIA SHEET METAL,5491 N NORTHWEST HWY,CHICAGO,IL,60630-,(773)774-9424 x,OWNER,LEO CLAVEL,7 TIMES SQUARE,NEW YORK,NY,10036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.892593226,-87.624334048,"(41.89259322553828, -87.6243340479495)"
2337988,100424139,PERMIT - NEW CONSTRUCTION,01/17/2012,$100000.00,$0.00,$375.00,$375.00,515,N,CLARK,ST,"BASE SUPPORT AND SET-UP FOR MANITOWOC MDT 178 NORTH TEMPORARY TOWER CRANE, AS PER PLANS.",17-09-247-002-0000,,,,,,,,,,STRUCTURAL ENGINEER,KOHOUT CHRISTOPHER,,,,,,CONTRACTOR-GENERAL CONTRACTOR,"LEND LEASE (US) CONSTRUCTION,",ONE N WACKER DRIVE SUITE 850,CHICAGO,IL,60606,(312)245-1000,MASONRY CONTRACTOR,ADJUSTABLE FORMS INC,534 SWAIN AVE,ELMHURST,IL,60126,(630)953-8700,OWNER,ALAN ORB,515 N. CLARK STREET,CHICAGO,IL,60654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.891371598,-87.630972449,"(41.891371598247204, -87.63097244919902)"
2342890,100425903,PERMIT - NEW CONSTRUCTION,02/16/2012,$15000.00,$0.00,$375.00,$375.00,345,E,WACKER,DR,"POTAIN MD 485 TOWER CRANE, TIE-IN PHASE 2, 3 & 4,ORIGINAL PHASE 1 TOWER CRANE PERMIT#100404098",,,,,,,,,,,OWNER,DAVID CARLIONS,225 NORTH COLUMBUS DRIVE,CHICAGO,IL,60601,,STRUCTURAL ENGINEER,CONNOLLY EAMONN F.,,,,,,CONTRACTOR-GENERAL CONTRACTOR,JAMES MCHUGH CONSTRUCTION CO,1737 S MICHIGAN AVE,CHICAGO,IL,60616-,(312)986-8000 x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.887494931,-87.618672709,"(41.88749493117702, -87.6186727094764)"
2346693,100427666,PERMIT - NEW CONSTRUCTION,03/12/2012,$200000.00,$0.00,$375.00,$375.00,360,W,HUBBARD,ST,ERECT POTAIN MD485 TEMPORARY TOWER CRANE - PHASE 1 - FREE STANDING CRANE,,,,,,,,,,,OWNER,THOMAS BLACK,350 WEST HUBBARD ST. SUITE 500 5TH FLOOR,CHICAGO,IL,60654,,STRUCTURAL ENGINEER,CONNOLLY EAMONN F.,,,,,,CONTRACTOR-GENERAL CONTRACTOR,JAMES MCHUGH CONSTRUCTION CO,1737 S MICHIGAN AVE,CHICAGO,IL,60616-,(312)986-8000 x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.890041834,-87.637868639,"(41.890041834402034, -87.63786863880847)"
2348328,100428488,PERMIT - NEW CONSTRUCTION,03/06/2012,$100000.00,$0.00,$375.00,$375.00,516,N,LAKE SHORE,DR,PHASE 2: TIE-IN AND CLIMB SCHEDULE FOR MANITOWOC MD485B TEMPORARY TOWER CRANE AS PER PLANS.,,,,,,,,,,,OWNER,LARRY KOCH,516 N. LAKE SHORE DRIVE,CHCIAGO,IL,60611,,STRUCTURAL ENGINEER,KOHOUT CHRISTOPHER,,,,,,CONTRACTOR-GENERAL CONTRACTOR,"LEND LEASE (US) CONSTRUCTION,",ONE N WACKER DRIVE SUITE 850,CHICAGO,IL,60606,(312)245-1000,MASONRY CONTRACTOR,ADJUSTABLE FORMS INC,534 SWAIN AVE,ELMHURST,IL,60126,(630)953-8700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.891700013,-87.6144442,"(41.89170001297742, -87.61444419963415)"
2356633,100432665,PERMIT - NEW CONSTRUCTION,04/25/2012,$70000.00,$375.00,$0.00,$375.00,2233,S,DR MARTIN L KING JR,DR,"PHASE 2: TIE-IN AND CLIMB SCHEDULE FOR TEMPORARY WEST TOWER CRANE: PEINER SK575, AS PER PLANS.",,,,,,,,,,,OWNER,JOHN NICOLLS,301 EAST CERMAK ROAD,CHICAGO,IL,60616,,STRUCTURAL ENGINEER,KOHOUT CHRISTOPHER,,,,,,CONTRACTOR-GENERAL CONTRACTOR,CONCRETE STRUCTURES OFTHE MIDW,1845 WESTERN DRIVE SUITE 200,WEST CHICAGO,IL,60185,(630)293-5775,MASONRY CONTRACTOR,CONCRETE STRUCTURES OF THE,143 BRYANT AVENUE,GLEN ELLYN,IL,60137,(630)293-5775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.852075574,-87.618850804,"(41.852075574499366, -87.61885080391755)"
2356636,100432667,PERMIT - NEW CONSTRUCTION,04/25/2012,$70000.00,$375.00,$0.00,$375.00,2233,S,DR MARTIN L KING JR,DR,"PHASE 2: TIE-IN AND CLIMB SCHEDULE FOR TEMPORARY EAST TOWER CRANE: PEINER SK575, AS PER PLANS.",,,,,,,,,,,OWNER,JOHN NICOLLS,301 EAST CERMAK ROAD,CHICAGO,IL,60616,,STRUCTURAL ENGINEER,KOHOUT CHRISTOPHER,,,,,,CONTRACTOR-GENERAL CONTRACTOR,CONCRETE STRUCTURES OFTHE MIDW,1845 WESTERN DRIVE SUITE 200,WEST CHICAGO,IL,60185,(630)293-5775,MASONRY CONTRACTOR,CONCRETE STRUCTURES OF THE,143 BRYANT AVENUE,GLEN ELLYN,IL,60137,(630)293-5775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.852075574,-87.618850804,"(41.852075574499366, -87.61885080391755)"
2363190,100436029,PERMIT - NEW CONSTRUCTION,05/23/2012,$80000.00,$0.00,$375.00,$375.00,71,W,HUBBARD,ST,"PHASE 2: TIE-IN AND CLIMB SCHEDULE FOR LIEBHERR 420 EC-H TEMPORARY TOWER CRANE, AS PER PLANS.",,,,,,,,,,,OWNER,JENNIFER WOLF,71 WEST HUBBARD STREET,CHICAGO,IL,60654,,STRUCTURAL ENGINEER,KOHOUT CHRISTOPHER,,,,,,CONTRACTOR-GENERAL CONTRACTOR,"WALSH CONSTRUCTION COMPANY II,",929 W. ADAMS STREET,CHICAGO,IL,60607,(312)563-5400,MASONRY CONTRACTOR,WALSH CONSTRUCTION COMPANY,929 W. ADAMS ST.,CHICAGO,IL,60607,(312)563-5401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8899146,-87.63082841,"(41.88991459992795, -87.63082841016218)"
2368292,100439027,PERMIT - NEW CONSTRUCTION,06/01/2012,$15000.00,$0.00,$375.00,$375.00,365,N,HALSTED,ST,"LIEBHERR 420 TOWER CRANE, TIE-IN PHASE 2 & 3, ORIGINAL PHASE 1 TOWER CRANE PERMIT 100406267",,,,,,,,,,,OWNER,MARTY WALZ,222 SOUTH RIVERSIDE SUITE 600,CHICAGO,IL,60606,,STRUCTURAL ENGINEER,CONNOLLY EAMONN F.,,,,,,CONTRACTOR-GENERAL CONTRACTOR,JAMES MCHUGH CONSTRUCTION CO,1737 S MICHIGAN AVE,CHICAGO,IL,60616-,(312)986-8000 x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.88868124,-87.647422848,"(41.88868123976163, -87.6474228477626)"
2370314,100440042,PERMIT - NEW CONSTRUCTION,06/20/2012,$60000.00,$0.00,$375.00,$375.00,259,E,ERIE,ST,PHASE 1: BASE SUPPORT AND SET-UP FOR MR605B NORTH TOWER CRANE AS PER PLANS.,17-10-203-020-0000,,,,,,,,,,STRUCTURAL ENGINEER,KOHOUT CHRISTOPHER,,,,,,CONTRACTOR-GENERAL CONTRACTOR,"LEND LEASE (US) CONSTRUCTION,",ONE N WACKER DRIVE SUITE 850,CHICAGO,IL,60606,(312)245-1000,MASONRY CONTRACTOR,"GOEBEL FORMING, INC.",13530 DOKTER PLACE,HOMER GLEN,IL,60491,(630)774-2158,OWNER,JIM MLADUCKY,251 E HURON,CHICAGO,IL,60611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.894085381,-87.62040431,"(41.894085380663164, -87.62040431002175)"
2370320,100440047,PERMIT - NEW CONSTRUCTION,07/06/2012,$60000.00,$0.00,$375.00,$375.00,259,E,ERIE,ST,PHASE 1: BASE SUPPORT AND SET-UP FOR MR605B SOUTH TOWER CRANE AS PER PLANS.,17-10-203-020-0000,,,,,,,,,,OWNER OCCUPIED,JAMES MLADUCKY,259 E ERIE ST,CHICAGO,IL,60611,,STRUCTURAL ENGINEER,KOHOUT CHRISTOPHER,,,,,,CONTRACTOR-GENERAL CONTRACTOR,"LEND LEASE (US) CONSTRUCTION,",ONE N WACKER DRIVE SUITE 850,CHICAGO,IL,60606,(312)245-1000,MASONRY CONTRACTOR,"GOEBEL FORMING, INC.",13530 DOKTER PLACE,HOMER GLEN,IL,60491,(630)774-2158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.894085381,-87.62040431,"(41.894085380663164, -87.62040431002175)"
2377103,100443671,PERMIT - NEW CONSTRUCTION,06/11/2012,$65000.00,$0.00,$375.00,$375.00,71,W,HUBBARD,ST,REVISED PHASE 2 TOWER CRANE PERMIT: 100436029.  (LIEBHERR 420 EC-H),,,,,,,,,,,OWNER,JENNIFER WOLF,71 WEST HUBBARD STREET,CHICAGO,IL,60654,,STRUCTURAL ENGINEER,KOHOUT CHRISTOPHER,,,,,,CONTRACTOR-GENERAL CONTRACTOR,"WALSH CONSTRUCTION COMPANY II,",929 W. ADAMS STREET,CHICAGO,IL,60607,(312)563-5400,MASONRY CONTRACTOR,WALSH CONSTRUCTION COMPANY,929 W. ADAMS ST.,CHICAGO,IL,60607,(312)563-5401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8899146,-87.63082841,"(41.88991459992795, -87.63082841016218)"
2378910,100444601,PERMIT - RENOVATION/ALTERATION,06/11/2012,$4200000.00,$189075.00,$0.00,$189075.00,2245,W,JACKSON,BLVD,"CRANE TECH HIGH SCHOOL:Four (4) Story School with Interior Finish Upgrades throughout, Minor Partition Construction",17-18-122-041-0000,,,,,,,,,,ARCHITECT,WOODHOUSE DAVID,,,,,,CONTRACTOR-ELECTRICAL,JAYMOR ELECTRIC,500 PARK AVE - SUITE 204,LAKE VILLA,IL,60046,(847)245-4700,CONTRACTOR-GENERAL CONTRACTOR,"F.H. PASCHEN, S.N. NIELSEN & A",5515 N. EAST RIVER ROAD,CHICAGO,IL,60656,(773)444-3474,OWNER,CHICAGO PUBLIC SCHOOLS,125 S. CLARK ST. 17TH FL,CHICAGO,IL,60603-,,CONTRACTOR-PLUMBER/PLUMBING,"B. BRUCE, INC.",9052 S. NATOMA AVE BBRUCEINC@AOL.COM,OAK LAWN,IL,60453-,(708)598-2001 X,OWNER,CHGO PUBLIC SCHOOLS,125 S. CLARK,CHICAGO,IL,60603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.877473838,-87.683249222,"(41.877473837668695, -87.68324922237663)"
2379109,100444704,PERMIT - NEW CONSTRUCTION,07/11/2012,$20000.00,$0.00,$375.00,$375.00,73,E,LAKE,ST,INSTALL FREE STANDING POTAIN MR415 TOWER CRANE PHASE 1,17-10-306-005-0000,,,,,,,,,,OWNER,PAUL MARUCCI,555 PIERCE RD SUITE 180,ITASCA,IL,60143,,STRUCTURAL ENGINEER,CONNOLLY EAMONN F.,,,,,,CONTRACTOR-GENERAL CONTRACTOR,JAMES MCHUGH CONSTRUCTION CO,1737 S MICHIGAN AVE,CHICAGO,IL,60616-,(312)986-8000 x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.885623498,-87.625373821,"(41.88562349781985, -87.6253738213704)"
2380021,100445121,PERMIT - ELECTRIC WIRING,06/14/2012,$34000.00,$0.00,$50.00,$50.00,2245,W,JACKSON,BLVD,LOW VOLTAGE INTERCOM AT CRANE SCHOOL,17-18-122-041-0000,,,,,,,,,,CONTRACTOR-ELECTRICAL,INTERSTATE ELECTRONICS CO.,600 JOLIET RD.,WILLOWBROOK,IL,60527-,(630)789-8700 X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.877473838,-87.683249222,"(41.877473837668695, -87.68324922237663)"
2385741,100448238,PERMIT - ELECTRIC WIRING,07/16/2012,$34000.00,$0.00,$600.00,$600.00,3820,W,74TH,ST,UPGRADE SERVICE FROM 400 AMP TO 1200 AMP.PIPE AND WIRE 2 CRANE CIRCUITS AND 4 SAW CIRCUITS.,,,,,,,,,,,CONTRACTOR-ELECTRICAL,CUSTOM ELECTRICAL SERVICE INC.,8447 S MAYFIELD AVE,BURBANK,IL,60459-,(708)372-9411x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.757335031,-87.719211003,"(41.757335030715986, -87.7192110028261)"
2388603,100449572,PERMIT - NEW CONSTRUCTION,08/08/2012,$80000.00,$0.00,$375.00,$375.00,825,S,WABASH,AVE,"PHASE 1 TOWER CRANE ERECTION AND OPERATION FOR A PECCO SK-225 TEMPORARY TOWER CRANE, AS PER PLANS.",17-15-305-004-0000,,,,,,,,,,OWNER OCCUPIED,TASLEEMA RAJA,825 SOUTH WABASH AVENUE,CHICAGO,IL,60605,,STRUCTURAL ENGINEER,KOHOUT CHRISTOPHER,,,,,,CONTRACTOR-GENERAL CONTRACTOR,MADISON CONSTRUCTION COMPANY,15657 S. 70TH COURT,ORLAND PARK,IL,60462,(708)535-7716,MASONRY CONTRACTOR,TRIBCO CONSTRUCTION COMPANY,200 S. MICHIGAN AVE - SUITE 200,CHICAGO,IL,60604,(312)341-0303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.871494844,-87.625782441,"(41.87149484404146, -87.62578244051232)"
2389859,100450235,PERMIT - NEW CONSTRUCTION,08/08/2012,$20000.00,$0.00,$375.00,$375.00,360,W,HUBBARD,ST,"POTAIN MD485  TOWER CRANE, TIE-IN PHASE 2, 3 & 4, ORIGINAL PHASE 1 TOWR CRANE PERMIT 100427666",,,,,,,,,,,OWNER,THOMAS BLACK,350 WEST HUBBARD ST. SUITE 500 5TH FLOOR,CHICAGO,IL,60654,,STRUCTURAL ENGINEER,CONNOLLY EAMONN F.,,,,,,CONTRACTOR-GENERAL CONTRACTOR,JAMES MCHUGH CONSTRUCTION CO,1737 S MICHIGAN AVE,CHICAGO,IL,60616-,(312)986-8000 x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.890041834,-87.637868639,"(41.890041834402034, -87.63786863880847)"
2395186,100452927,PERMIT - NEW CONSTRUCTION,09/10/2012,$80000.00,$0.00,$375.00,$375.00,200,E,ILLINOIS,ST,"PHASE 2: TEMPORARY TOWER CRANE, PEINER SK-315, TIE-IN AND CLIMB SCHEDULE, AS PER PLANS.",,,,,,,,,,,STRUCTURAL ENGINEER,KOHOUT CHRISTOPHER,,,,,,CONTRACTOR-GENERAL CONTRACTOR,"OPTIMA, INC.",630 VERNON AVENUE,GLENCOE,IL,60022,(847)835-8400,MASONRY CONTRACTOR,CONCRETE STRUCTURES OF THE,143 BRYANT AVENUE,GLEN ELLYN,IL,60137,(630)293-5775,OWNER,MATTHEW CISON,200 E. ILLINOIS,CHICAGO,IL,60611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.891069857,-87.6226194,"(41.891069857341336, -87.62261939971594)"
2406586,100458512,PERMIT - ELECTRIC WIRING,09/18/2012,$5000.00,$0.00,$100.00,$100.00,829,S,WABASH,AVE,TEMPORARY POWER FOR CONSTRUCTION SITE AND CRANE,,,,,,,,,,,CONTRACTOR-ELECTRICAL,"HICKEY ELECTRICAL CONTRACTORS,",15048 S. CICERO AVE.,OAK FOREST,IL,60452-,(708)535-1776 X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.871447643,-87.625781449,"(41.87144764250694, -87.62578144914167)"
