description,players,cost_est,issue_date,issue_year,issue_month,issue_day,address,lat,lng,boundaries,permit_number,_permit_year
** REVISION TO PERMIT #100119688 FOR TEMPORARY CONSTRUCTION TOWER CRANE PECCO SK 355 CHANGING OF HOOK HEIGHT AND TIE-INS.,"Mast Paul EBovis Lend Lease, Inc.The Crane At Water Tower, Inc","$2,000.00",9/19/2007,2007,9,19,55 E Pearson St,41.8974380,-87.6260200,"42 (ward)NEAR NORTH SIDE (communityarea)Gold Coast (neighborhood)60611 (zip)North (township)District 18, Beat 1833 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100198509,2007
TEMPORARY CONSTRUCTION TOWER CRANE MODEL LIEBHERR 420 EC-H 16 PHASE II.,Mast Paul EWalsh Construction Company1400 S Michigan Llc,"$2,000.00",9/19/2007,2007,9,19,1400 S Michigan Ave,41.8640010,-87.6242250,"3 (ward)NEAR SOUTH SIDE (communityarea)South Loop (neighborhood)60605 (zip)Near South (tif)South (township)District 01, Beat 0131 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100195453,2007
CRANE LIEBHERR 316 EC-H12 AND FOUNDATION. (CENTRAL CRANE).,"Razdolsky LevElite Electric Co. Inc.Walsh Construction CompanyCeisel Masonry, Inc.Centrum Properties","$50,700.00",9/7/2007,2007,9,7,150 W Roosevelt Rd,41.8674520,-87.6323340,"25 (ward)LOOP (communityarea)South Loop (neighborhood)60607 (zip)River South (tif)South (township)District 01, Beat 0123 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100194558,2007
CRANE LIEBHERR 550 EC-H20 AND FOUNDATION. (SOUTH CRANE).,"Razdolsky LevElite Electric Co. Inc.Walsh Construction CompanyCeisel Masonry, Inc.Centrum Properties","$50,700.00",9/7/2007,2007,9,7,150 W Roosevelt Rd,41.8674520,-87.6323340,"25 (ward)LOOP (communityarea)South Loop (neighborhood)60607 (zip)River South (tif)South (township)District 01, Beat 0123 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100194541,2007
CRANE LIEBHERR 420 EC-H16 AND FOUNDATION. (NORTH CRANE).,"Razdolsky LevElite Electric Co. Inc.Walsh Construction CompanyCeisel Masonry, Inc.Centrum Properties","$50,700.00",9/7/2007,2007,9,7,150 W Roosevelt Rd,41.8674520,-87.6323340,"25 (ward)LOOP (communityarea)South Loop (neighborhood)60607 (zip)River South (tif)South (township)District 01, Beat 0123 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100194556,2007
TEMPORARY CONSTRUCTION TOWER CRANE ADDENDUM MODEL POTAIN MD 485-M20,Kenny Construction CompanyLexington Residential Development,"$5,000.00",9/5/2007,2007,9,5,2138 S Indiana Ave,41.8530780,-87.6223840,"3 (ward)NEAR SOUTH SIDE (communityarea)South Loop (neighborhood)60616 (zip)Michigan/Cermak (tif)South (township)District 01, Beat 0132 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100162384,2007
TEMPORARY CONSTRUCTION TOWER CRANE MODEL POTAIN MD 485 B PHASE II.,Mast Paul EWalsh Construction Company720 Clark Development,"$2,000.00",9/5/2007,2007,9,5,730 S Clark St,41.8727800,-87.6307710,"4 (ward)LOOP (communityarea)South Loop (neighborhood)60605 (zip)River South (tif)South Loop Printing House District (nationalregister)South (township)District 01, Beat 0123 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100195488,2007
** REVISION TO PERMIT 100171524 FOR INSTALLATION OF SUPPORT STRUCTURE & 17-TON STIFFLEG DERRICK CRANE ABOVE ROOF OF THE EXISTING BUILDING.,Ruby DavidWalsh Construction CompanyAndi Pini,"$150,000.00",8/28/2007,2007,8,28,300 E Randolph St,41.8846230,-87.6204760,"42 (ward)LOOP (communityarea)Near East Side (neighborhood)60601 (zip)South (township)District 01, Beat 0114 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100195402,2007
INSTALL SUPPORT STRUCTURE AND TWO TOWER CRANES ABOVE EXISTING BUILDING ROOF.,Ruby DavidWalsh Construction CompanyAndi Pini,"$10,806.00",8/28/2007,2007,8,28,300 E Randolph St,41.8846230,-87.6204760,"42 (ward)LOOP (communityarea)Near East Side (neighborhood)60601 (zip)South (township)District 01, Beat 0114 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100185365,2007
** REVISION TO PERMIT #100187206 TO INSTALL SUPPORT STRUCTURE & 35-TON STIFFLEG DERRICK CRANE ABOVE ROOF OF THE EXISTING BUILDING.,David RubyWalsh Construction CompanyAndi Pini,"$2,000.00",8/28/2007,2007,8,28,300 E Randolph St,41.8846230,-87.6204760,"42 (ward)LOOP (communityarea)Near East Side (neighborhood)60601 (zip)South (township)District 01, Beat 0114 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100195498,2007
TEMPORARY CONSTRUCTION TOWER CRANE. MODEL LIEBHERR 200 HC.,Mast Paul EJames Mchugh Construction CoEcd Company,"$5,000.00",8/20/2007,2007,8,20,201 N State St,41.8857780,-87.6277930,"42 (ward)LOOP (communityarea)The Loop (neighborhood)60601 (zip)Loop Retail Historic District (nationalregister)South (township)1 (ssa)District 01, Beat 0111 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100174808,2007
TEMPORARY CONSTRUCTION TOWER CRANE MODEL PEINER SK 315.,"Mast Paul ESmithfield Constr Group, Inc.Smithfield Properties","$2,000.00",8/20/2007,2007,8,20,860 W Blackhawk St,41.9086460,-87.6506420,"2 (ward)NEAR NORTH SIDE (communityarea)Goose Island (neighborhood)60642 (zip)Enterprise Zone 4 (enterprisezone)North (township)District 18, Beat 1822 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Pamela Reaves-Harris (10th) (illinoishouse)Patricia Van Pelt (5th) (illinoissenate)Lincoln Park Hs (HS) (cpsattendance)",100193248,2007
TEMPORARY CONSTRUCTION TOWER CRANE MODEL PEINER SK 315.,"Mast Paul EConcrete Structures Ofthe MidwDags, Des Plaines, Llc","$2,000.00",8/20/2007,2007,8,20,659 W Randolph St,41.8843090,-87.6450290,"42 (ward)NEAR WEST SIDE (communityarea)West Loop Gate (neighborhood)60661 (zip)West (township)District 01, Beat 0121 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Neighbors of West Loop (neighborhoodorganization)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100193246,2007
TEMPORARY CONSTRUCTION TOWER CRANE MODEL MANITOWOC/POTAIN MS 415.,Mast Paul EStonegate Development OfSilver Tower Chicago,"$20,000.00",8/1/2007,2007,8,1,303 W Ohio St,41.8922560,-87.6357540,"42 (ward)NEAR NORTH SIDE (communityarea)River North (neighborhood)60654 (zip)North (township)District 18, Beat 1831 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100190284,2007
"TEMPORARY CONSTRUCTION TOWER CRANE MODEL PEINER SK 315, PHASE II.","Mast Paul ER.t.g. Construction, Incorpora327 Chicago, Llc","$2,000.00",8/1/2007,2007,8,1,757 N Orleans St,41.8965030,-87.6370230,"42 (ward)NEAR NORTH SIDE (communityarea)River North (neighborhood)60654 (zip)North (township)District 18, Beat 1831 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100190485,2007
INSTALL SUPPORT STRUCTURE & 17-TON STIFFLEG DERRICK CRANE ABOVE ROOF OF THE EXISTING BUILDING.,Walsh Construction CompanyAndi Pini,"$67,000.00",7/23/2007,2007,7,23,300 E Randolph St,41.8846230,-87.6204760,"42 (ward)LOOP (communityarea)Near East Side (neighborhood)60601 (zip)South (township)District 01, Beat 0114 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100187211,2007
TEMPORARY CONSTRUCTION TOWER CRANE WEST CRANE. MODEL LIEBHERR 316 EC-H.,"Mast Paul EJames Mchugh Construction CoElysian Development, Llc","$5,000.00",7/12/2007,2007,7,12,11 E Walton St,41.8998340,-87.6277990,"42 (ward)NEAR NORTH SIDE (communityarea)Gold Coast (neighborhood)60610 (zip)North (township)District 18, Beat 1833 (chipolicebeat)District 18 - Near North (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100143778,2007
TEMPORARY CONSTRUCTION TOWER CRANE MODEL PECCO SK 400,"Mast Paul EBovis Lend Lease, Inc.351 Mortgage Loan Borrower","$2,000.00",7/5/2007,2007,7,5,353 N Clark St,41.8889610,-87.6309060,"42 (ward)NEAR NORTH SIDE (communityarea)Near North (neighborhood)60654 (zip)North (township)District 18, Beat 1831 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100185842,2007
"TEMP CONSTRUCTION. TOWER CRANE. MODEL PEINER SK 41, PHASE II.","Mast Paul EBovis Lend Lease, Inc.Dana Hotel","$2,000.00",7/5/2007,2007,7,5,2 W Erie St,41.8941800,-87.6282180,"42 (ward)NEAR NORTH SIDE (communityarea)Near North (neighborhood)60654 (zip)North (township)District 18, Beat 1832 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100185069,2007
TEMPORARY CONSTRUCTION TOWER CRANE. MODEL LIEBHERR 420 EC-H 16.,"Mast Paul EJames Mchugh Construction CoAqua At Lake Shore East, Llc","$5,000.00",6/20/2007,2007,6,20,225 N Columbus Dr,41.8863730,-87.6205430,"42 (ward)LOOP (communityarea)Near East Side (neighborhood)60601 (zip)South (township)District 01, Beat 0114 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100166544,2007
TEMPORARY CONSTRUCTION TOWER CRANE MODEL LIEBHERR.,Mast Paul EJfj Development Co.Jfj Development,"$5,000.00",6/20/2007,2007,6,20,110 W Superior St,41.8957350,-87.6317400,"2 (ward)NEAR NORTH SIDE (communityarea)River North (neighborhood)60654 (zip)North (township)District 18, Beat 1832 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100174825,2007
"TEMPORARY CONSTRUCTION TOWER CRANE MODEL POTAIN MR 605 B, NORTH CRANE PHASE II","Mast Paul EClark Construction Group, LlcHines Interests, Ltd.","$5,000.00",6/6/2007,2007,6,6,300 N La Salle St,41.8875280,-87.6326460,"42 (ward)NEAR NORTH SIDE (communityarea)River North (neighborhood)60654 (zip)North (township)District 18, Beat 1831 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100176737,2007
CRANE LIEBHERR 316 EC-H12 AND FOUNDATION.,"Razdolsky LevWalsh Construction CompanyDellisart - Chicago, Llc.","$35,000.00",5/23/2007,2007,5,23,127 W Huron St,41.8947060,-87.6324220,"42 (ward)NEAR NORTH SIDE (communityarea)River North (neighborhood)60654 (zip)North (township)District 18, Beat 1832 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100176724,2007
TEMPORARY CONSTRUCTION TOWER CRANE MODEL PEINER SK 315,"Mast Paul ESunrise Construction Group, InMorgan Terrace Ii, Llc.","$5,000.00",5/23/2007,2007,5,23,24 S Morgan St,41.8809810,-87.6521550,"25 (ward)NEAR WEST SIDE (communityarea)Near West Side (neighborhood)60607 (zip)Near West (tif)Enterprise Zone 4 (enterprisezone)West (township)District 12, Beat 1232 (chipolicebeat)District 12 - Near West (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Neighbors of West Loop (neighborhoodorganization)Arthur Turner (9th) (illinoishouse)Patricia Van Pelt (5th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100174821,2007
TEMPORARY CONSTRUCTION TOWER CRANE LINDEN COMANSA 21 LC 400.,Mast Paul EKenny Construction Company1600 Museum Park Llc,"$5,000.00",5/11/2007,2007,5,11,1629 S Prairie Ave,41.8596480,-87.6206600,"3 (ward)NEAR SOUTH SIDE (communityarea)South Loop (neighborhood)60616 (zip)Near South (tif)South (township)District 01, Beat 0132 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100161916,2007
CHANGE IN HOOK HEIGHT IN CRANE.,"Mast Paul EBurling Builders, IncBroadville Condominiums Llc","$5,000.00",5/9/2007,2007,5,9,1134 W Granville Ave,41.9946680,-87.6597790,"48 (ward)EDGEWATER (communityarea)Edgewater (neighborhood)60660 (zip)Lake View (township)26 (ssa)District 24, Beat 2433 (chipolicebeat)District 24 - Rogers Park (chipolicedistrict)10 (cookcountydistrict)Kelly M. Cassidy (14th) (illinoishouse)Heather A. Steans (7th) (illinoissenate)Senn Hs (HS) (cpsattendance)",100172426,2007
TEMPORARY CONSTRUCTION TOWER CRANE MODEL POTAIN MD 485.,"Mast Paul EKkllm, Inc.Warman Development","$5,000.00",5/9/2007,2007,5,9,8 E 9th St,41.8706340,-87.6272770,"4 (ward)LOOP (communityarea)South Loop (neighborhood)60605 (zip)Near South (tif)South (township)District 01, Beat 0123 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100172431,2007
TEMPORARY CONSTRUCTION TOWER CRANE MODEL PEINER SK 415.,Mast Paul EJames Mchugh Construction CoAlter Group,"$5,000.00",5/4/2007,2007,5,4,111 W Illinois St,41.8907040,-87.6316100,"42 (ward)NEAR NORTH SIDE (communityarea)River North (neighborhood)60654 (zip)North (township)District 18, Beat 1831 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100170101,2007
TEMP CONSTRUCTION TOWER CRANE MODEL PEINER SK 315,"Mast Paul ER.t.g. Construction, Incorpora327 Chicago, Llc","$5,000.00",4/25/2007,2007,4,25,757 N Orleans St,41.8965030,-87.6370230,"42 (ward)NEAR NORTH SIDE (communityarea)River North (neighborhood)60654 (zip)North (township)District 18, Beat 1831 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100169480,2007
"TEMPORARY CONSTRUCTION CRANE, SOUTH CRANE.","Mast Paul EJames Mchugh Construction CoAqua At Lake Shore East, Llc","$5,000.00",4/25/2007,2007,4,25,225 N Columbus Dr,41.8863730,-87.6205430,"42 (ward)LOOP (communityarea)Near East Side (neighborhood)60601 (zip)South (township)District 01, Beat 0114 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100170095,2007
TEMPORARY CONSTRUCTION TOWER CRANE MODEL POTAIN MR 415-H24 PHASE 1.,Monroe Wabash DevelopementMast Paul E,"$5,000.00",4/16/2007,2007,4,16,60 E Monroe St,41.8809100,-87.6255090,"42 (ward)LOOP (communityarea)The Loop (neighborhood)60603 (zip)Jewelers Row District (landmarkdistrict)Loop Retail Historic District (nationalregister)South (township)District 01, Beat 0112 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100162878,2007
TEMPORARY CONSTRUCTION TOWER CRANE MODEL PEINER SK 415,"Mast Paul EBovis Lend Lease, Inc.Dana Hotel","$5,000.00",4/11/2007,2007,4,11,2 W Erie St,41.8941800,-87.6282180,"42 (ward)NEAR NORTH SIDE (communityarea)Near North (neighborhood)60654 (zip)North (township)District 18, Beat 1832 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100169491,2007
TEMPORARY CONSTRUCTION TOWER CRANE MODEL POTAIN MR 605 B.,"Mast Paul EW. E. O'neil Construction Co.Block 37, Llc","$5,000.00",4/11/2007,2007,4,11,1 W Randolph St,41.8843800,-87.6279870,"42 (ward)LOOP (communityarea)The Loop (neighborhood)60602 (zip)South (township)1 (ssa)District 01, Beat 0111 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100170107,2007
"TEMPORARY CONSTRUCTION TOWER CRANE MODEL POTAIN MD 485, PHASE II.",Mast Paul EJames Mchugh Construction CoParcel B Owner Llc.,"$5,000.00",4/11/2007,2007,4,11,353 N Desplaines St,41.8883650,-87.6441690,"42 (ward)NEAR WEST SIDE (communityarea)Fulton River District (neighborhood)60661 (zip)River West (tif)West (township)District 12, Beat 1214 (chipolicebeat)District 12 - Near West (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Neighbors of West Loop (neighborhoodorganization)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100169486,2007
TEMP CONSTRUCTION TOWER CRANE.,Mast Paul EWalsh Construction Company1400 S Michigan Llc,"$5,000.00",3/29/2007,2007,3,29,1400 S Michigan Ave,41.8640010,-87.6242250,"3 (ward)NEAR SOUTH SIDE (communityarea)South Loop (neighborhood)60605 (zip)Near South (tif)South (township)District 01, Beat 0131 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100147814,2007
TEMPORARY CONSTRUCTION TOWER CRANE MODEL POTAIN MD 485 B.,Mast Paul EWalsh Construction Company720 Clark Development,"$50,000.00",3/26/2007,2007,3,26,730 S Clark St,41.8727800,-87.6307710,"4 (ward)LOOP (communityarea)South Loop (neighborhood)60605 (zip)River South (tif)South Loop Printing House District (nationalregister)South (township)District 01, Beat 0123 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100163846,2007
TEMP CONSTRUCTION CRANE MODEL PEINER SK 415.,"Mast Paul ESmithfield Constr Group, Inc.Smithfield Properties Xli, Llc","$5,000.00",3/21/2007,2007,3,21,642 S Clark St,41.8737100,-87.6307970,"4 (ward)LOOP (communityarea)South Loop (neighborhood)60605 (zip)River South (tif)South Loop Printing House District (nationalregister)South (township)District 01, Beat 0123 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100166551,2007
erect temporary construction north crane per plan,"Mast Paul EClark Construction Group, LlcHines","$5,000.00",3/21/2007,2007,3,21,300 N La Salle St,41.8875280,-87.6326460,"42 (ward)NEAR NORTH SIDE (communityarea)River North (neighborhood)60654 (zip)North (township)District 18, Beat 1831 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100166547,2007
TEMPORARY CONSTRUCTION TOWER CRANE MODEL POTAIN MD 485-M20.,Kenny Construction CompanyLexington Residential Development,"$5,000.00",3/9/2007,2007,3,9,2138 S Indiana Ave,41.8530780,-87.6223840,"3 (ward)NEAR SOUTH SIDE (communityarea)South Loop (neighborhood)60616 (zip)Michigan/Cermak (tif)South (township)District 01, Beat 0132 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100153453,2007
erect temporary construction tower crane model peiner sk 415 per plan,"Mast Paul EBurling Builders, IncBroadville Condominiums Llc","$5,000.00",3/9/2007,2007,3,9,1134 W Granville Ave,41.9946680,-87.6597790,"48 (ward)EDGEWATER (communityarea)Edgewater (neighborhood)60660 (zip)Lake View (township)26 (ssa)District 24, Beat 2433 (chipolicebeat)District 24 - Rogers Park (chipolicedistrict)10 (cookcountydistrict)Kelly M. Cassidy (14th) (illinoishouse)Heather A. Steans (7th) (illinoissenate)Senn Hs (HS) (cpsattendance)",100164850,2007
"TEMPORARY CONSTRUCTION TOWER CRAME. EAST CRANE, MODEL PECCO SK400 PHASE I.",Mast Paul EMchugh Development & ConstructElysian Development Group Llc,"$5,000.00",2/7/2007,2007,2,7,11 E Walton St,41.8998340,-87.6277990,"42 (ward)NEAR NORTH SIDE (communityarea)Gold Coast (neighborhood)60610 (zip)North (township)District 18, Beat 1833 (chipolicebeat)District 18 - Near North (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100143773,2007
"TEMPORARY CONSTRUCTION TOWER CRANE, WEST CRANE, MODEL FAVELLE FAVCO.","Mast Paul EW. E. O'neil Construction Co.Block 27, Llc","$5,000.00",1/19/2007,2007,1,19,1 W Randolph St,41.8843800,-87.6279870,"42 (ward)LOOP (communityarea)The Loop (neighborhood)60602 (zip)South (township)1 (ssa)District 01, Beat 0111 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100147826,2007
OIA '11601 W TOUHY - O'HARE AIRPO' MR-205 FREE STANDING CRANE TOWER AND FOUNDATION ONLY.,Razdolsky LevWalsh Construction CompanyHarry Walder,"$5,000.00",1/18/2007,2007,1,18,11601 W Touhy Ave,42.0085360,-87.9144280,41 (ward)O'HARE (communityarea)60018 (zip)17 (cookcountydistrict)Kathleen Willis (77th) (illinoishouse)Don Harmon (39th) (illinoissenate),100154337,2007
"TEMPORARY CONSTRUCTION TOWER CRANE, SOUTH CRANE, MODEL FAVELLE-FAVCO, PHASE II",Mast Paul EW. E. O'neil Construction Co.Block 37 Office Llc,"$5,000.00",1/17/2007,2007,1,17,22 W Washington St,41.8833270,-87.6286890,"42 (ward)LOOP (communityarea)The Loop (neighborhood)60602 (zip)South (township)12015 (ssa)District 01, Beat 0111 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100151181,2007
TEMPORARY CONSTRUCTION TOWER CRANE MODEL POTAIN MD 485.,Mast Paul EJames Mchugh Construction CoParcel B Owner Llc.,"$5,000.00",1/17/2007,2007,1,17,353 N Desplaines St,41.8883650,-87.6441690,"42 (ward)NEAR WEST SIDE (communityarea)Fulton River District (neighborhood)60661 (zip)River West (tif)West (township)District 12, Beat 1214 (chipolicebeat)District 12 - Near West (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Neighbors of West Loop (neighborhoodorganization)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100151177,2007
